,Book Author,Book Owner,Book Title,Publication Year
3570,Claude Monet,Ernest Hemingway,Claude Monet: huit reproductions en couleurs,1947
3571,Albert William Money,Ernest Hemingway,Pigeon shooting,1896
3572,Henri de Monfreid,Ernest Hemingway,La croisière du hachich,9999
3573,Lucien Jouenne,Ernest Hemingway,"Pendant vos vacances, pêchez au bord de la mer",1922
3574,Lucien Jouenne,Ernest Hemingway,La Pêche au bord de la mer,1927
3575,Francis Jourdain,Ernest Hemingway,Pierre Bonnard : ou les Vertus de la liberté,1946
3576,Francis Jourdain,Ernest Hemingway,Utrillo,1948
3577,Bertrand de Jouvenel,Ernest Hemingway,Le réveil de l'Europe,1938
3578,James Joyce,Ernest Hemingway,Anna Livia Plurabelle,1935
3579,James Joyce,Ernest Hemingway,Chamber music,1927
3580,James Joyce,Ernest Hemingway,Dubliners,9999
3581,James Joyce,Ernest Hemingway,Letters,1957
3582,James Joyce,Ernest Hemingway,A portrait of the artist as a young man,1928
3583,James Joyce,Ernest Hemingway,Stephen hero : a part of the first draft of A portrait of the artist as a young man,1944
3584,James Joyce,Ernest Hemingway,Two tales of Shem and Shaun : fragments from Work in progress,1932
3585,James Joyce,Ernest Hemingway,Ulysses,1922
3586,Stanislaus Joyce,Ernest Hemingway,My brother's keeper; James Joyce's early years,1958
3587,André Jubelin,Ernest Hemingway,The flying sailor,1953
3588,Will Judy,Ernest Hemingway,Care of the dog,1946
3589,[N.auth],Ernest Hemingway,Jurisprudencia civil: Colección completa de las sentencias dictadas por el Tribunal Supremo en recursos de nulidad,1932
3590,Norton Juster,Ernest Hemingway,The phantom tollbooth,1961
3591,Aram Il_ich Khachaturi_a_n,Ernest Hemingway,Sonatina : (1959),1959
3592,E. J. Kahn,Ernest Hemingway,The army life,1942
3593,Lawrence H. Kahn,Ernest Hemingway,The tank destroyers,1958
3594,Máximo José Kahn,Ernest Hemingway,Apocalipsis hispánica,1942
3595,M. G. Kains,Ernest Hemingway,Five acres; a practical guide to the selection and management of the small farm,1935
3596,Nicholas Kalashnikoff,Ernest Hemingway,They that take the sword,1939
3597,James M. Kalman,Ernest Hemingway,A pictorial history of U. S. single shot martial pistols,1957
3598,Ahmad Kamal,Ernest Hemingway,High pressure,1951
3599,Ahmad Kamal,Ernest Hemingway,Land without laughter,1940
3600,[N.auth],Ernest Hemingway,Kampflieder der Nationalsozialistischen Deutschen Arbeiter-partei,1943
3601,Aben Kandel,Ernest Hemingway,City for conquest,1936
3602,Frank Kane,Ernest Hemingway,The fatal foursome,1958
3603,Frank Kane,Ernest Hemingway,A real gone guy,1956
3604,Harnett Thomas Kane,Ernest Hemingway,"Gentlemen, swords and pistols",1951
3605,Harnett Thomas Kane,Ernest Hemingway,"Louisiana hayride : the American rehearsal for dictatorship, 1928-1940",1941
3606,Younghill Kang,Ernest Hemingway,The grass roof,1931
3607,Garson Kanin,Ernest Hemingway,Blow up a storm,1959
3608,Kansas City Star,Ernest Hemingway,Stylebook of the Kansas City Star,9999
3609,MacKinlay Kantor,Ernest Hemingway,Andersonville,1955
3610,MacKinlay Kantor,Ernest Hemingway,Arouse and beware,1957
3611,MacKinlay Kantor,Ernest Hemingway,Arouse and beware,9999
3612,MacKinlay Kantor,Ernest Hemingway,Cuba Libre; a story,1940
3613,MacKinlay Kantor,Ernest Hemingway,Don't touch me,1951
3614,MacKinlay Kantor,Ernest Hemingway,Lobo,1957
3615,MacKinlay Kantor,Ernest Hemingway,Long remember,1942
3616,MacKinlay Kantor,Ernest Hemingway,Long remember,9999
3617,MacKinlay Kantor,Ernest Hemingway,Signal thirty-two; a novel,1950
3618,MacKinlay Kantor,Ernest Hemingway,Warwhoop : two short novels of the frontier,1953
3619,Alfred Kantorowicz,Ernest Hemingway,"Tschapaiew, das Bataillon der 21 Nationen",1938
3620,Alfred Kantorowicz,Ernest Hemingway,Deutsches Tagebuch,1959
3621,Alfred Kantorowicz,Ernest Hemingway,Porträts : deutsche Schicksale,1947
3622,Alan Kapelner,Ernest Hemingway,Lonely boy blues,1956
3623,Harold J. Kaplan,Ernest Hemingway,"The plenipotentiaries, a novel",1950
3624,Moise N. Kaplan,Ernest Hemingway,Big game anglers' paradise,1937
3625,Moise N. Kaplan,Ernest Hemingway,Big game fisherman's paradise: A complete treatise on angling philosophy,1956
3626,Walter Karig,Ernest Hemingway,Lower than angels,1945
3627,Walter Karig,Ernest Hemingway,Battle report,1952
3628,Mihály Károlyi,Ernest Hemingway,Memoirs of Michael Karolyi; faith without illusion,1956
3629,Tytus Karpowicz,Ernest Hemingway,Ksie_ga puszczy: Szlakiem czarnego zwierza,1958
3630,Tytus Karpowicz,Ernest Hemingway,"Ksiega puszczy, balabuszka. Zloty lis",1958
3631,David Katz,Ernest Hemingway,Animals and men; studies in comparative psychology,1953
3632,Ray Franklin Kauffman,Ernest Hemingway,Hurricane's wake; around the world on a ketch,1940
3633,Charles Kaufman,Ernest Hemingway,Fiesta in Manhattan; a novel,1939
3634,Lenard Kaufman,Ernest Hemingway,The lower part of the sky; a novel of the irony of belief,1948
3635,Lenard Kaufman,Ernest Hemingway,Tender mercy,1950
3636,Ronald Kaulback,Ernest Hemingway,Tibetan trek,9999
3637,Julia Kavanagh,Ernest Hemingway,Queen Mab,1864
3638,[N.auth],Ernest Hemingway,Integration or Segregation in the United States,1960
3639,[N.auth],Ernest Hemingway,Achievement: good reading for high schools,1930
3640,[N.auth],Ernest Hemingway,American writers,1931
3641,Kendell Foster Crossen,Ernest Hemingway,The tortured path,1958
3642,Edward Cathcart Crossman,Ernest Hemingway,"The book of the Springfield: a textbook covering all the various military and sporting rifles chambered for the caliber.30 model 1906 cartridge, their metallic and telescopic sights, and the ammunition suited to them",1932
3643,Edward Cathcart Crossman,Ernest Hemingway,"Military and sporting rifle shooting: a complete and practical treatise covering the use of modern military, target and sporting rifles",1932
3644,Edward Cathcart Crossman,Ernest Hemingway,Small-bore rifle shooting: a practical handbook covering in complete detail the new sport of shooting with .22 caliber r,1927
3645,Richard Howard Stafford Crossman,Ernest Hemingway,"The god that failed, six studies in Communism",1952
3646,Bosley Crowther,Ernest Hemingway,Lion's share: the story of an entertainment empire,1957
3647,Emmet Crozier,Ernest Hemingway,"Yankee reporters, 1861-65",1956
3648,Frank P. Crozier,Ernest Hemingway,A brass hat in No Man's Land,9999
3649,Allan D. Cruickshank,Ernest Hemingway,Wings in the wilderness,1947
3650,Thomas Cruse,Ernest Hemingway,Apache Days and after,1941
3651,Francisco Cruz,Ernest Hemingway,Frijol terciopelo: Sus múltiplos aplicaciones en las explotaciones agrícolas,1945
3652,Francisco B. Cruz,Ernest Hemingway,Green manures,1906
3653,Cuba,Ernest Hemingway,Comisión central pro-monumento a Martí. En memoria de José Martí,1938
3654,Cuba Ministerio de Defensa Nacional,Ernest Hemingway,El Dique: Boletín informativo del Centro de Cría Caballar,1950
3655,Hugh Cudlipp,Ernest Hemingway,Publish and be damned: the astonishing story of the Daily mirror,1953
3656,[N.auth],Ernest Hemingway,Cuentos y leyendas negras de Cuba,9999
3657,Juan Cueto,Ernest Hemingway,De mi ideario: Divagaciones de un militar demócrata alrededor de varios temas de actualidad,9999
3658,E.E. Cummings,Ernest Hemingway,Eimi,1933
3659,E. E. Cummings,Ernest Hemingway,The enormous room,1922
3660,E. E. Cummings,Ernest Hemingway,Is 5,1926
3661,E. E. Cummings,Ernest Hemingway,1 X 1,1944
3662,Joseph Cundall,Ernest Hemingway,Robin Hood and his merry foresters,1845
3663,Andrew Cunningham,Ernest Hemingway,Tumult in the clouds,1953
3664,Andrew Browne Cunningham,Ernest Hemingway,"A sailor's odyssey; the autobiography of Admiral of the Fleet, Viscount Cunningham of Hyndhope",1951
3665,Eugene Cunningham,Ernest Hemingway,"Triggernometry; a gallery of gunfighters, with technical notes on leather slapping as a fine art, gathered from many a loose holstered expert over the years",1934
3666,Dale Curran,Ernest Hemingway,Piano in the band,1940
3667,Charles Pelham Curtis,Ernest Hemingway,A commonplace book,1957
3668,Charles P. Curtis,Ernest Hemingway,"Lions under the throne: a study of the supreme court of the United States, addressed particularly to those laymen who kn",1947
3669,Charles Pelham Curtis,Ernest Hemingway,"The practical cogitator; or, the thinker's anthology",1945
3670,Paul Allan Curtis,Ernest Hemingway,American game shooting,1927
3671,Paul Allan Curtis,Ernest Hemingway,Sporting firearms of today in use,1922
3672,Glenn Hammond Curtiss,Ernest Hemingway,The Curtiss aviation book,1912
3673,Dan Cushman,Ernest Hemingway,"Stay away, Joe; a novel",1953
3674,Elizabeth Bacon Custer,Ernest Hemingway,"Tenting on the plains: or, General Custer in Kansas and Texas",1887
3675,Mabel Jaques Cuthbert,Ernest Hemingway,How to know the spring flowers; pictured-keys for determining the more common spring-flowering herbaceous plants with suggestions and aids for their study,1949
3676,Suydam Cutting,Ernest Hemingway,The fire ox and other years,1940
3677,Arturo Cuyás,Ernest Hemingway,"Appleton's new English-Spanish and Spanish-English dictionary, containing more than six thousand modern words and twenty",1942
3678,René Cuzacq,Ernest Hemingway,Le pays Basque,1953
3679,Guido D'Agostino,Ernest Hemingway,"Olives on the apple tree, a novel",1940
3680,Roald Dahl,Ernest Hemingway,Over to you; 10 stories of flyers and flying,9999
3681,Edward Dahlberg,Ernest Hemingway,From Flushing to Calvary,9999
3682,David Daiches,Ernest Hemingway,A study of literature for readers and critics,1948
3683,James Silver Dakers,Ernest Hemingway,Simple greenhouse management,9999
3684,[N.auth],Ernest Hemingway,The zephyr book of American verse,1945
3685,Ian Dall,Ernest Hemingway,Here are stone: an account of a journey to the Aran Islands,1931
3686,David J. Dallin,Ernest Hemingway,"The big three: the United States, Britain, Russia",1945
3687,Edwin Daly,Ernest Hemingway,Some must watch,1956
3688,Elizabeth Daly,Ernest Hemingway,Deadly nightshade,1940
3689,Marcus Daly,Ernest Hemingway,"Big game hunting and adventure, 1897-1936",1937
3690,Gino Damerini,Ernest Hemingway,La gondola,1956
3691,Richard Henry Dana Jr.,Ernest Hemingway,To Cuba and back. A vacation voyage,1859
3692,Richard Henry Dana,Ernest Hemingway,Two years before the mast,1925
3693,Sir Richard Morris Dane,Ernest Hemingway,Sport in Asia and Africa,1921
3694,Harold R. Daniels,Ernest Hemingway,The accused,1958
3695,Dante Alighieri,Ernest Hemingway,The divine comedy,9999
3696,Dante Alighieri,Ernest Hemingway,The divine comedy,1895
3697,Dante Alighieri,Ernest Hemingway,The inferno,1954
3698,Tobias Dantzig,Ernest Hemingway,"Henri Poincaré, critic of crisis; reflections on his universe of discourse",1954
3699,Émile Dard,Ernest Hemingway,Napoleon and Talleyrand,9999
3700,Eleanor Dark,Ernest Hemingway,The timeless land,1941
3701,Jennie Darlington,Ernest Hemingway,My Antarctic honeymoon; a year at the bottom of the world,1957
3702,Henry Zouch Darrah,Ernest Hemingway,Sport in the highlands of Kashmir,1898
3703,Jacques Darribehaude,Ernest Hemingway,Semelles de vent,1959
3704,Clarence Darrow,Ernest Hemingway,The story of my life,9999
3705,Whitney Darrow,Ernest Hemingway,"Stop, Miss!",1957
3706,Bernard Darwin,Ernest Hemingway,John Gully and his times,1935
3707,Charles Darwin,Ernest Hemingway,Charles Darwin and the voyage of the Beagle,1946
3708,Charles Darwin,Ernest Hemingway,The Darwin reader,1956
3709,Bhagavan Das,Ernest Hemingway,The essential unity of all religions,1939
3710,Samuel Dash,Ernest Hemingway,The eavesdroppers,1959
3711,Ethel Fay Robinson,Ernest Hemingway,Houses in America,1937
3712,Henry Morton Robinson,Ernest Hemingway,The great snow,1947
3713,Herbert Reginald Robinson,Ernest Hemingway,A modern De Quincey: an autobiography,1942
3714,James Merlen Robinson,Ernest Hemingway,Forty years of hunting,1947
3715,James Merlen Robinson,Ernest Hemingway,Hits and misses of the trapshooting and skeet world; hunting tips,1942
3716,James Merlen Robinson,Ernest Hemingway,"Wing shooting, trap and skeet",1955
3717,John Roosevelt Robinson,Ernest Hemingway,Jackie Robinson: my own story,1948
3718,John Roosevelt Robinson,Ernest Hemingway,"Jackie Robinson: my own story, as told to Wendell Smith",1948
3719,Thomas Pendleton Robinson,Ernest Hemingway,Buttons,9999
3720,Thomas Pendleton Robinson,Ernest Hemingway,Your own house,1941
3721,William Albert Robinson,Ernest Hemingway,"10,000 leagues over the sea",1944
3722,William Albert Robinson,Ernest Hemingway,Voyage to Galapagos,1936
3723,William T. Rochelle,Ernest Hemingway,Zareeba purpose,1958
3724,Rudolf Rocker,Ernest Hemingway,Nationalism and culture,1937
3725,Paul Ayres Rockwell,Ernest Hemingway,"American fighters in the Foreign Legion, 1914-1918",1930
3726,John Rodgers,Ernest Hemingway,English rivers,1947
3727,Richard Rodgers,Ernest Hemingway,South Pacific (musical score),1949
3728,Walter R. Rodgers,Ernest Hemingway,"Huntin' gun; men, gun feel and game",1949
3729,Maia Wojciechowska,Ernest Hemingway,Market day for Ti André,1952
3730,Selden Rodman,Ernest Hemingway,"The amazing year, May 1, 1945-April 30, 1946: a diary in verse",1947
3731,Selden Rodman,Ernest Hemingway,Mortal triumph and other poems,9999
3732,Selden Rodman,Ernest Hemingway,"Portrait of the artist as an American, Ben Shahn: a biography with pictures",1951
3733,Selden Rodman,Ernest Hemingway,Renaissance in Haiti; popular painters in the Black Republic,1948
3734,Selden Rodman (ed.),Ernest Hemingway,"100 American poems; masterpieces of lyric, epic and ballad, from colonial times to the present",1948
3735,Ole Edvart Rølvaag,Ernest Hemingway,Giants in the earth: a saga of the prairie,1927
3736,Cameron Rogers,Ernest Hemingway,Manila galleon,9999
3737,Joel Townsley Rogers,Ernest Hemingway,The red right hand,1957
3738,Samuel Rogers,Ernest Hemingway,Lucifer in Pine Lake,1937
3739,William Garland Rogers,Ernest Hemingway,Life goes on,9999
3740,William Garland Rogers,Ernest Hemingway,When this you see remember me: Gertrude Stein in person,1948
3741,Sidney Rogerson,Ernest Hemingway,Propaganda in the next war,1938
3742,Peter Mark Roget,Ernest Hemingway,Thesaurus of English words and phrases classified and arranged so as to facilitate the expression of ideas and to assist,1925
3743,Juan Roig Montserrat,Ernest Hemingway,Pesca de la trucha y del salmón,9999
3744,Juan Roig Montserrat,Ernest Hemingway,Pesca marítima,1958
3745,Fulvio Roiter,Ernest Hemingway,Andalousie,1957
3746,Vicente Rojo Lluch,Ernest Hemingway,España heroica,1942
3747,Edwin Rolfe,Ernest Hemingway,First love and other poems,1951
3748,Edwin Rolfe,Ernest Hemingway,The glass room,1948
3749,William Rollins,Ernest Hemingway,The shadow before,1934
3750,Charles James Rolo,Ernest Hemingway,Wingate's raiders: an account of the fabulous adventure that raised the curtain on the battle for Burma,1944
3751,Jules Romains,Ernest Hemingway,"Donogoo Tonka; ou, Les miracles de la science",9999
3752,Jules Romains,Ernest Hemingway,"Les hommes de bonne volonté, vols. 1, 2 & 16",1932
3753,Jules Romains,Ernest Hemingway,Men of good will,1933
3754,Jules Romains,Ernest Hemingway,Verdun,1939
3755,Romualdo Romano,Ernest Hemingway,"Scirocco, romanzo",1950
3756,Romualdo Romano,Ernest Hemingway,Scirocco,1951
3757,John J. Romans (ed.),Ernest Hemingway,Everlast Boxing Record 1929-1933 (4 vols.),1929
3758,Charles F. Romanus,Ernest Hemingway,Stilwell's mission to China,1953
3759,Irma Rombauer,Ernest Hemingway,The joy of cooking,9999
3760,Paride Rombi,Ernest Hemingway,Perdu,1954
3761,Erwin Rommel,Ernest Hemingway,Infantry attacks,1944
3762,Eleanor Roosevelt,Ernest Hemingway,The moral basis of democracy,1940
3763,Robert Barnwell Roosevelt,Ernest Hemingway,"Superior fishing; or, The striped bass, trout, black bass, and blue-fish of the northern states",1884
3764,Theodore Roosevelt,Ernest Hemingway,African game trails: an account of the African wanderings of an American hunter-naturalist,1910
3765,Theodore Roosevelt,Ernest Hemingway,Trailing the giant panda,1929
3766,Theodore Roosevelt,Ernest Hemingway,The deer family,1924
3767,Waverley Lewis Root,Ernest Hemingway,The secret history of the war,1945
3768,Roman Karmen,Ernest Hemingway,Luz en las selvas,1957
3769,Roman Karmen,Ernest Hemingway,Tog 0. Kutae,1941
3770,Arnold Marshall Rose,Ernest Hemingway,The roots of prejudice,1951
3771,Roman Karmen,Ernest Hemingway,A través de la India,1960
3772,Theodor Rosebury,Ernest Hemingway,Peace or pestilence: biological warfare and how to avoid it,1949
3773,W.C. Heinz,Ernest Hemingway,I'm Sorry Eddie.,1948
3774,Richard S. Rosenthal,Ernest Hemingway,Italian self taught: Rosenthal's common-sense method of practical linguistry,1947
3775,Ralph Joseph Roske,Ernest Hemingway,"Lincoln's commando: the biography of Commander W.B. Cushing, U.S.N",1957
3776,Alan Ross,Ernest Hemingway,"Something of the sea: poems, 1942-52",1955
3777,R. H. Angier,Ernest Hemingway,Firearm blueing and browning,1936
3778,Glenn Dale Angle,Ernest Hemingway,Airplane engine encyclopedia,1921
3779,Paul McClelland Angle,Ernest Hemingway,Resort to violence : a chapter in American lawlessness,1954
3780,José Amillo,Ernest Hemingway,Historias de cada dia,1957
3781,[N.auth],Ernest Hemingway,"Les années vingt. Les écrivains américains à Paris et leurs amis, 1920-1930.",1959
3782,[N.auth],Ernest Hemingway,"The innocents abroad, or the new pilgrims' progress (book review)",9999
3783,Charles Annesley,Ernest Hemingway,The standard-operaglass,9999
3784,George Antheil,Ernest Hemingway,Bad boy of music,1945
3785,H. E. Anthony,Ernest Hemingway,The capture and preservation of small mammals for study,1950
3786,H. E. Anthony,Ernest Hemingway,"Field book of North American mammals; descriptions of every mammal known north of the Rio Grande, together with brief ac",1928
3787,Alphonse Daudet,Ernest Hemingway,Numa Roumestan,9999
3788,Alphonse Daudet,Ernest Hemingway,Sappho,9999
3789,Léon Daudet,Ernest Hemingway,"La police politique, ses moyens et ses crimes",9999
3790,Achille Dauphin-Meunier,Ernest Hemingway,La Banque de France,1936
3791,Marcia Davenport,Ernest Hemingway,Mozart,9999
3792,Marcia Davenport,Ernest Hemingway,Mozart,1956
3793,Marcia Davenport,Ernest Hemingway,My brother's keeper,1954
3794,Arlette Davids,Ernest Hemingway,Rock plants,1939
3795,Basil Davidson,Ernest Hemingway,The lost cities of Africa,1959
3796,Jo Davidson,Ernest Hemingway,"An exhibition of sculpture; including portraits of leading Spanish personalities, completed during the summer and autum",9999
3797,Louis Bennett Davidson,Ernest Hemingway,Captain Marooner,1952
3798,Joseph Edward Davies,Ernest Hemingway,Mission to Moscow,1941
3799,Robertson Davies,Ernest Hemingway,Leaven of malice,1955
3800,Robertson Davies,Ernest Hemingway,A mixture of frailties,1958
3801,Clyde Brion Davis,Ernest Hemingway,"The great American novel,",1938
3802,Burke Davis,Ernest Hemingway,"To Appomattox; nine April days, 1865",1959
3803,Dorothy Salisbury Davis,Ernest Hemingway,Death of an old sinner,1957
3804,Dorothy Salisbury Davis,Ernest Hemingway,A gentleman called,1958
3805,Dorothy Salisbury Davis,Ernest Hemingway,Men of no property,1956
3806,Forrest Davis,Ernest Hemingway,How war came: an American White paper; from the fall of France to Pearl harbor,1942
3807,Frances Davis,Ernest Hemingway,My shadow in the sun,1940
3808,Franklin M. Davis,Ernest Hemingway,Spearhead,1958
3809,Hassoldt Davis,Ernest Hemingway,Captain Bill and his jungle magic,1958
3810,Hassoldt Davis,Ernest Hemingway,Feu d'Afrique,1945
3811,Hassoldt Davis,Ernest Hemingway,The jungle and the damned,1952
3812,Hassoldt Davis,Ernest Hemingway,"Land of the eye; a narrative of the labors, adventures, alarums and excursions of the Denis-Roosevelt Asiatic expedition",1940
3813,Hassoldt Davis,Ernest Hemingway,Sorcerers' Village,1958
3814,Hassoldt Davis,Ernest Hemingway,"World without a roof, an autobiography",1957
3815,[N.auth],Ernest Hemingway,The modern dog encyclopedia,1949
3816,Richard Harding Davis,Ernest Hemingway,The Cuban and Porto Rican campaigns,1898
3817,Richard Harding Davis,Ernest Hemingway,"Young Winston Churchill, soldier of fortune",1941
3818,Robert Hobart Davis,Ernest Hemingway,Ruby Roberts alias Bob Fitzsimmons,9999
3819,Clarence Day,Ernest Hemingway,Life with father,1945
3820,C. Day Lewis,Ernest Hemingway,The poetic image,1947
3821,Osamu Dazai,Ernest Hemingway,The setting sun,1956
3822,Irving Deakin,Ernest Hemingway,To the ballet! An introduction to the liveliest of the arts,1935
3823,Borden Deal,Ernest Hemingway,Dunbar's Cove,1957
3824,Harry Dean,Ernest Hemingway,The Pedro Gorino: the adventures of a Negro sea-captain in Africa and on the seven seas in his attempts to found an Ethi,1929
3825,Roy B. Dean,Ernest Hemingway,Light tackle fishing for sailfish in Acapulco waters,9999
3826,Joseph Dean,Ernest Hemingway,"Hatred, ridicule or contempt; a book of libel cases",1954
3827,John R. Deane,Ernest Hemingway,The strange alliance; the story of our efforts at wartime cooperation with Russia,1947
3828,Vincente De Castro,Ernest Hemingway,Guide pratique de Madrid,9999
3829,Frank Debenham,Ernest Hemingway,The way to Ilala; David Livingstone's pilgrimage,1955
3830,Daniel Defoe,Ernest Hemingway,The fortunes and misfortunes of the famous Moll Flanders,1926
3831,Daniel Defoe,Ernest Hemingway,The life and adventures of Robinson Crusoe,9999
3832,Daniel Defoe,Ernest Hemingway,"The life, adventures & piracies of the famous Captain Singleton",1922
3833,Daniel Defoe,Ernest Hemingway,"The life and strange surprising adventures of Robinson Crusoe of York, mariner",1924
3834,Daniel Defoe,Ernest Hemingway,"The life and strange surprising adventures of Robinson Crusoe, of York, mariner",1930
3835,Daniel Defoe,Ernest Hemingway,Memoirs of a cavalier: a military journal of the wars in Germany and the wars in England,1923
3836,Daniel Defoe,Ernest Hemingway,Roxana,1881
3837,John William De Forest,Ernest Hemingway,Miss Ravenel's conversion from secession to loyalty,1939
3838,John William De Forest,Ernest Hemingway,A Union officer in the Reconstruction,1948
3839,John William De Forest,Ernest Hemingway,A volunteer's adventures; a Union captain's record of the Civil War,1946
3840,Hilaire Germain Edgar Degas,Ernest Hemingway,Edgar Degas,1937
3841,Charles De Gaulle,Ernest Hemingway,"The call to honour, 1940-1942: war memoirs",1955
3842,Charles de Gaulle,Ernest Hemingway,La France et son armée,1938
3843,Louis Pullig De Gouy,Ernest Hemingway,The gold cook book,1947
3844,Louis Pullig De Gouy,Ernest Hemingway,Gourmet's cook book of fish and game,1947
3845,Mark Benney,Ernest Hemingway,Angels in undress,1937
3846,Sir Francis W. De Guingand,Ernest Hemingway,African assignment,1953
3847,Sir Francis W. De Guingand,Ernest Hemingway,Operation Victory,1947
3848,Martin Ralph DeHaan,Ernest Hemingway,"Jonah, fact or fiction?",1957
3849,Martin Ralph DeHaan,Ernest Hemingway,The romance of redemption; the love story of Ruth and Boaz,1958
3850,Adolf Dehn,Ernest Hemingway,Water color painting,1945
3851,Dola De Jong,Ernest Hemingway,And the field is the world,1945
3852,Maurice Dekobra,Ernest Hemingway,Aux cent mille sourires,1931
3853,Freda De Knight,Ernest Hemingway,"A date with a dish, a cook book of American Negro recipes",1948
3854,Maurice Dekobra,Ernest Hemingway,"La gondole aux chimères, roman cosmopolite",1926
3855,Paul De Kruif,Ernest Hemingway,Hunger fighters,9999
3856,Paul De Kruif,Ernest Hemingway,Life among the doctors,1949
3857,Paul De Kruif,Ernest Hemingway,The male hormone,1945
3858,Paul De Kruif,Ernest Hemingway,A man against insanity,1957
3859,Paul De Kruif,Ernest Hemingway,Men against death,9999
3860,Edmée Elizabeth Monica De La Pasture,Ernest Hemingway,The provincial lady in America,9999
3861,Nicomedes Sanz y Ruiz de la Peña,Ernest Hemingway,Doña Juana I de Castilla,9999
3862,Hendrik De Leeuw,Ernest Hemingway,Flower of joy,9999
3863,Yves Delaporte,Ernest Hemingway,Les trois Notre-Dame de la cathédrale de Chartres: Etude suivie de la liste des images de la vierge appartenant à la,1955
3864,Sigrid De Lima,Ernest Hemingway,Carnival by the Sea,1954
3865,Sigrid De Lima,Ernest Hemingway,The swift cloud,1952
3866,Oscar De Liso,Ernest Hemingway,God's thumb down,1949
3867,Robert Edward Dell,Ernest Hemingway,My second country (France),9999
3868,René Delpêche,Ernest Hemingway,Les dessous de Paris; souvenirs vécus par l'ex-inspecteur principal de la brigade mondaine,1955
3869,René Delpêche,Ernest Hemingway,"Parmi les fauves et les requins: La confession de M. Charles Hut, ancien forcat",1955
3870,John Hopkins Denison,Ernest Hemingway,Emotional currents in American history,9999
3871,Nigel Forbes Dennis,Ernest Hemingway,Cards of identity,1955
3872,Peter de Polnay,Ernest Hemingway,The umbrella thorn,1947
3873,Edward De Roo,Ernest Hemingway,The fires of youth,1955
3874,John Roy Carlson,Ernest Hemingway,Under cover; my four years in the nazi underworld of America--the amazing revelation of how axis agents and our enemies,1943
3875,Guy Des Cars,Ernest Hemingway,The brute,1952
3876,René Descartes,Ernest Hemingway,Discourse on the method of rightly conducting the reason and seeking truth in the sciences,1945
3877,Bernard Deschamps,Ernest Hemingway,La vérité sur Guadalajara,1938
3878,Alexander Procofieff De Seversky,Ernest Hemingway,Victory through air power,1942
3879,Marie Anne Desmarest,Ernest Hemingway,"Le havre de grâce, roman",1944
3880,Robert Desnos,Ernest Hemingway,Corps et biens,9999
3881,Robert Desnos,Ernest Hemingway,The night of loveless nights,1930
3882,Robert Desnos,Ernest Hemingway,Les sans cou,1934
3883,Louis Ferdinand Destouches,Ernest Hemingway,Mort à crédit,9999
3884,Louis Ferdinand Destouches,Ernest Hemingway,Voyage au bout de la nuit,9999
3885,Ralph de Toledano,Ernest Hemingway,"Day of reckoning, a novel",1955
3886,I. Detti,Ernest Hemingway,Di Gesu',9999
3887,James P. S. Devereux,Ernest Hemingway,The story of Wake Island,1947
3888,Alan Devoe,Ernest Hemingway,The naturalist's Christmas,9999
3889,Bernard Augustine De Voto,Ernest Hemingway,Across the wide Missouri,1947
3890,Bernard Augustine De Voto,Ernest Hemingway,The literary fallacy,1944
3891,Bernard Augustine De Voto,Ernest Hemingway,Mark Twain's America,1932
3892,Bernard Augustine De Voto,Ernest Hemingway,We accept with pleasure,1934
3893,Luis F. Devoto,Ernest Hemingway,La strada di Madrid,1946
3894,Peter De Vries,Ernest Hemingway,The tunnel of love,1954
3895,Hugo Dewar,Ernest Hemingway,Assassins at large : being a fully documented and hitherto unpublised account of the executions outside Russia ordered b,1952
3896,Vivienne De Watteville,Ernest Hemingway,Out in the blue,1937
3897,Berenice Dewey,Ernest Hemingway,Poems,9999
3898,Vivienne De Watteville,Ernest Hemingway,Speak to the earth; wanderings and reflections among elephants and mountains,1935
3899,André Dhotel,Ernest Hemingway,Campements,1930
3900,[N.auth],Ernest Hemingway,"The Dial: a magazine for literature, philosophy, and religion",1962
3901,José Díaz,Ernest Hemingway,"Tres años de lucha, por el Frente popular, por la libertad, por la independéncia de España",1939
3902,Gertrude Diamant,Ernest Hemingway,The days of Ofelia,1942
3903,Graciano Díaz Arquer,Ernest Hemingway,"Libros y folletos de toros: Bibliografía taurina, compuesta con vista de la biblioteca taurómaca de José Luis de Ybar",1931
3904,Antonio Díaz Cañabate,Ernest Hemingway,The magic world of the bullfighter,1956
3905,Martin Dibner,Ernest Hemingway,The deep six,1953
3906,Diccionarios Iter,Ernest Hemingway,Pequeño diccionario español-inglés,9999
3907,Charles Dickens,Ernest Hemingway,A Christmas carol,1930
3908,Charles Dickens,Ernest Hemingway,David Copperfield,9999
3909,Charles Dickens,Ernest Hemingway,Great expectations,9999
3910,Charles Dickens,Ernest Hemingway,A tale of two cities,1938
3911,Charles Dickens,Ernest Hemingway,Pictures from Italy and American notes for general circulation,1859
3912,Asa Don Dickinson,Ernest Hemingway,"The best books of the decade, 1936-1945; another clue to the literary labyrinth",1948
3913,Sir Gerald Dickens,Ernest Hemingway,Bombing and strategy; the fallacy of total war,1946
3914,Edward Dickinson,Ernest Hemingway,"Music in the history of the Western church, with an introduction on religious music among primitive and ancient peoples",9999
3915,Emily Dickinson,Ernest Hemingway,Poems,1952
