,Book Author,Book Owner,Book Title,Publication Year
1477,[N.auth],Ernest Hemingway,Union des fédérations des syndicats d'initiative de France. La chasse en France: Premier inventaire des lieux de chass,1927
1478,[N.auth],Ernest Hemingway,La pêche en France,1925
1479,[N.auth],Ernest Hemingway,U.S. Bureau of Navigation and Steamboat Inspection. Pilot Rules for Certain Inland Waters of the Atlantic and Pacific C,1933
1480,United States Coast and Geodetic Survey,Ernest Hemingway,"Inside route pilot, intracoastal waterway, New York to Key West",1936
1481,United States Coast and Geodetic Survey,Ernest Hemingway,Inside route pilot: New York to Key West,1931
1482,United States Coast and Geodetic Survey,Ernest Hemingway,"Supplement to United States Coast Pilot, Atlantic Coast. Section D: Cape Henry to Key West",1933
1483,United States Coast and Geodetic Survey,Ernest Hemingway,"United States Coast Pilot, Atlantic Coast. Section D: Cape Henry to Key West",1928
1484,United States Coast and Geodetic Survey,Ernest Hemingway,"United States Coast Pilot, Gulf Coast. Key West to the Rio Grande",1936
1485,United States Coast and Geodetic Survey,Ernest Hemingway,"United States Coast Pilot, Gulf Coast. Key West to the Rio Grande",1926
1486,United States Hydrographic Office,Ernest Hemingway,Azimuths of the sun for latitudes extending to 70 degrees from the equator,1934
1487,United States Hydrographic Office,Ernest Hemingway,"Central America and Mexico Pilot (East Coast) from Galinas Point, Colombia to the Rio Grande",1927
1488,United States Hydrographic Office,Ernest Hemingway,"Mexico and Central America Pilot (West Coast) from the United States to Colombia, Including the Gulfs of California and Panama",1928
1489,United States Hydrographic Office,Ernest Hemingway,Navigation tables for mariners and aviators,1937
1490,United States Hydrographic Office,Ernest Hemingway,Sailing directions for the West Indies,1936
1491,United States Hydrographic Office,Ernest Hemingway,"Tables of computed altitude and Azimuth, latitudes 200 to 290 inclusive",1941
1492,United States Hydrographic Office,Ernest Hemingway,"Tables of computed altitude and Azimuth, latitudes 301 to 391 inclusive",1940
1493,United States Hydrographic Office,Ernest Hemingway,West Indies pilot [Vol. 2],1929
1494,U.S. Navy Department,Ernest Hemingway,The 1931 International Code of Signals,1937
1495,United States War Department,Ernest Hemingway,"Basic Field Manual: Equipment, Clothing and Tent Pitching",1940
1496,United States War Department,Ernest Hemingway,Basic Field Manual: Infantry Drill Regulations,1939
1497,United States War Department,Ernest Hemingway,Basic Field Manual: Military Law; Domestic Disturbances,1941
1498,United States War Department,Ernest Hemingway,Basic Field Manual: Rules of Land Warfare,1940
1499,United States War Department,Ernest Hemingway,"Browning Automatic Rifle, Caliber .30, M1918, without Bipod",1940
1500,United States War Department,Ernest Hemingway,"Conventional Signs, Military Symbols and Abbreviations",1941
1501,United States War Department,Ernest Hemingway,Military Policy,1941
1502,United States War Department,Ernest Hemingway,Reference Data,1941
1503,United States War Department,Ernest Hemingway,Soldier's Handbook,1941
1504,United States War Department,Ernest Hemingway,The Staff and Combat Orders,1940
1505,Luis Uriarte,Ernest Hemingway,"Toros y toreros, 1920: Detalles y apreciaciones de la temporada",1920
1506,Luis Uriarte,Ernest Hemingway,"Toros y toreros, 1921: Detalles y apreciaciones de la temporada",1921
1507,J.M. Valdes-Rodriguez,Ernest Hemingway,"Bojeo y penetración de ""Contrabando"": Ensayo",1938
1508,Robert B. Vale,Ernest Hemingway,"Wings, fur and shot: a grass-roots guide to American hunting",1936
1509,Paul Valéry,Ernest Hemingway,"Degas, Danse, Dessin",1938
1510,Paul Valéry,Ernest Hemingway,"Mer, marines, marins: Documents commentés par Georges Dupuy",1930
1511,Ramón del Valle-Inclán,Ernest Hemingway,La pipa de Kif,1919
1512,Carl Clinton Van Doren,Ernest Hemingway,Modern American prose,1934
1513,Manuel Estabillo Arguilla,Ernest Hemingway,"How my brother Leon brought home a wife, and other stories",1940
1514,Henry Van Dyke,Ernest Hemingway,The unknown quantity; a book of romance and some half-told tales,1912
1515,Pierre Van Paassen,Ernest Hemingway,The time is now!,1941
1516,Carl Van Vechten,Ernest Hemingway,Excavations: a book of advocacies,1926
1517,Margit Varga,Ernest Hemingway,Waldo Peirce,1941
1518,Antoine Joseph Vavon,Ernest Hemingway,"La truite; ses mœurs, l'art de la pêcher",1927
1519,Thorstein Veblen,Ernest Hemingway,The theory of the leisure class; an economic study of institutions,1934
1520,[N.auth],Ernest Hemingway,Veinte siglos de arte mexicano,1940
1521,Carlos Vela,Ernest Hemingway,Resumen pitonudo de 1929: resumen critico-estadlstico de la temporada taurina,1930
1522,Sergio Velarde y Marin,Ernest Hemingway,Gramática española,1941
1523,Paul Verlaine,Ernest Hemingway,Œuvres posthumes [Vol. 3 : vers inédits. Critique et conferences],1929
1524,Alpheus Hyatt Verrill,Ernest Hemingway,Strange sea shells and their stories,1936
1525,Jean Vertex,Ernest Hemingway,Bistrots; reportages parisiens,1935
1526,Pierre Véry,Ernest Hemingway,M. Malbrough est mort,1937
1527,Stanley Vestal,Ernest Hemingway,Short grass country,1941
1528,Henri Vezes,Ernest Hemingway,Les pêches au Lancer: Mouches et cuillers truites et brochets,1936
1529,Henri Vezes,Ernest Hemingway,La truite de rivière: Ses diverses pêches à la ligne,1936
1530,Peter Viertel,Ernest Hemingway,The canyon,1940
1531,Arnold Friedrich Vieth von Colssenau,Ernest Hemingway,War,1929
1532,Henry Villard,Ernest Hemingway,The past and present of the Pike's peak gold regions,1932
1533,Oswald Garrison Villard,Ernest Hemingway,Fighting years; memoirs of a liberal editor,1939
1534,Alan Villiers,Ernest Hemingway,Grain race,1933
1535,Alan Villiers,Ernest Hemingway,"Sons of Sinbad; an account of sailing with the Arabs in their dhows, in the Red Sea, around the coasts of Arabia",1940
1536,Pedro Vindel,Ernest Hemingway,Estampas de toros; reproducción y descripción de las más importantes publicadas en los siglos XVIII y XIX relativas a,1931
1537,Percy Viosca,Ernest Hemingway,Louisiana out-doors: a handbook and guide,1933
1538,Virgil,Ernest Hemingway,Fourth Eclogue of Virgil,1939
1539,François Marie Arouet de Voltaire,Ernest Hemingway,"History of Charles XII, King of Sweden",1925
1540,François Marie Arouet de Voltaire,Ernest Hemingway,"Zadig; ou, la destinée: Histoire orientate",1929
1541,Howard Talbot Walden,Ernest Hemingway,Upstream and down,1938
1542,Dillon Wallace,Ernest Hemingway,"The lure of the Labrador wild: the story of the exploring expedition conducted by Leonidas Hubbard, Jr.",1905
1543,Hugh Walpole,Ernest Hemingway,Fortitude: a romance,1929
1544,Maurice Walsh,Ernest Hemingway,The dark rose,1938
1545,Maurice Walsh,Ernest Hemingway,The hill is mine,1940
1546,Maurice Walsh,Ernest Hemingway,"The road to nowhere, a novel",1934
1547,Maurice Walsh,Ernest Hemingway,The small dark man,1930
1548,Izaak Walton,Ernest Hemingway,"The complete angler; or, the contemplative man's recreation",1912
1549,Wên-hsien Wang,Ernest Hemingway,Chinese hunter,1939
1550,[N.auth],Ernest Hemingway,The War in Italy. No.18: Arms and Ammunition,1918
1551,[N.auth],Ernest Hemingway,"The war the infantry knew, 1914-1919: a chronicle of service in France and Belgium with the Second Battalion, His Majesty's Twenty-Third Foot, The Royal Welsh Fusiliers : founded on personal records, recollections and reflections etc.",1938
1552,Alfred Charles Ward,Ernest Hemingway,"American literature, 1880-1930",1932
1553,Lynd Ward,Ernest Hemingway,"Madman's drum, a novel in woodcuts",1930
1554,Rowland Ward,Ernest Hemingway,"Rowland Ward's records of big game with their distribution characteristics, dimensions, weights and horn and tusk measurements",1928
1555,Joseph E. Ware,Ernest Hemingway,The emigrants' guide to California,1932
1556,Sylvia Townsend Warner,Ernest Hemingway,Summer will show,1936
1557,Francis Asbury Waterhouse,Ernest Hemingway,Our education racket; essays on the disharmonies of our educational system,1941
1558,Helena L. Waters,Ernest Hemingway,From Dolomites to Stelvio,1926
1559,Denys James Watkins-Pitchford,Ernest Hemingway,"Manka, the sky gipsy; the story of a wild goose",1939
1560,Evelyn Waugh,Ernest Hemingway,A handful of dust,1934
1561,Evelyn Waugh,Ernest Hemingway,Ninety-two days: the account of a tropical journey through British Guiana and part of Brazil,1934
1562,Evelyn Waugh,Ernest Hemingway,Remote people,1931
1563,Evelyn Waugh,Ernest Hemingway,Waugh in Abyssinia,1936
1564,Archibald Percival Wavell,Ernest Hemingway,Allenby; a study in greatness: the biography of Field-Marshal Viscount Allenby of Megiddo and Felixtowe,1941
1565,Dixon Wecter,Ernest Hemingway,"The hero in America, a chronicle of hero-worship",1941
1566,[N.auth],Ernest Hemingway,Die Wehrmacht: Der Freiheitskampf d. grossdt. Volkes,1940
1567,Jerome Weidman,Ernest Hemingway,I'll never go there any more,1941
1568,Jerome Weidman,Ernest Hemingway,What's in it for me?,1938
1569,Arthur Edward Pearse Brome Weigall,Ernest Hemingway,Sappho of Lesbos: her life and times,1932
1570,Alvin M. Welchons,Ernest Hemingway,Plane geometry,1940
1571,Carolyn Wells,Ernest Hemingway,In the tiger's cage,1935
1572,H. G. Wells,Ernest Hemingway,"Boon ; The mind of the race ; The wild asses of the devil ; and, The last trump : being a first selection from the liter",1915
1573,H. G. Wells,Ernest Hemingway,"The Bulpington of Blup: adventures, poses, stresses, conflicts, and disaster in a contemporary brain",1933
1574,H. G. Wells,Ernest Hemingway,The wife of Sir Isaac Harman,1914
1575,H. G. Wells,Ernest Hemingway,World brain,1938
1576,H. G. Wells,Ernest Hemingway,"The world set free, a story of mankind",1927
1577,Linton Wells,Ernest Hemingway,"Blood on the moon, the autobiography of Linton Wells",1937
1578,Wells Wells,Ernest Hemingway,Wilson the unknown; an explanation of an enigma of history,1931
1579,Eudora Welty,Ernest Hemingway,A curtain of green : a book of stories,1941
1580,Max Werner,Ernest Hemingway,"Battle for the world, the strategy and diplomacy of the second world war",1941
1581,Max Werner,Ernest Hemingway,The military strength of the powers,1939
1582,Glenway Wescott,Ernest Hemingway,Fear and trembling,1932
1583,Glenway Wescott,Ernest Hemingway,"Good-bye, Wisconsin",1928
1584,Ignaz Emanuel Wesseley,Ernest Hemingway,Dictionnaire de poche: Français-anglais et anglais-français,1921
1585,Rebecca West,Ernest Hemingway,The thinking reed,1936
1586,Edvard Alexander Westermarck,Ernest Hemingway,The history of human marriage,1925
1587,Christine Weston,Ernest Hemingway,Be thou the bride,1940
1588,Stanley John Weyman,Ernest Hemingway,Historical romances,1933
1589,Edith Wharton,Ernest Hemingway,A backward glance,1934
1590,Edith Wharton,Ernest Hemingway,French ways and their meaning,1919
1591,Townsend Whelen,Ernest Hemingway,American big game shooting,1925
1592,James McNeill Whistler,Ernest Hemingway,"The gentle art of making enemies, as pleasingly exemplified in many instances, wherein the serious ones of this earth, carefully exasperated, have been prettily spurred on to unseemliness and indiscretion, while overcome by an undue sense of right",1927
1593,E. B. White,Ernest Hemingway,A subtreasury of American humor,1941
1594,Stewart Edward White,Ernest Hemingway,The leopard woman,1916
1595,T. H. White,Ernest Hemingway,England have my bones,1936
1596,J. E. A. Whitman,Ernest Hemingway,How wars are fought; the principles of strategy and tactics,1941
1597,Parkhurst Whitney,Ernest Hemingway,Not tonight,1937
1598,Trevor C. Wignall,Ernest Hemingway,The sweet science,1926
1599,Thornton Wilder,Ernest Hemingway,The cabala,1926
1600,Marguerite Ogden Wilkinson,Ernest Hemingway,New voices; an introduction to contemporary poetry,1933
1601,Wythe Williams,Ernest Hemingway,"Dusk of empire: the decline of Europe and the rise of the United States, as observed by a foreign correspondent in a quarter century of service",1937
1602,Henry Williamson,Ernest Hemingway,Salar the salmon,1936
1603,[N.auth],Ernest Hemingway,Willis' guide to Singapore and Malaya,1900
1604,Edmund Wilson,Ernest Hemingway,Axel's castle; a study in the imaginative literature of 1870-1930,1931
1605,Edmund Wilson,Ernest Hemingway,The boys in the back room; notes on California novelists,1941
1606,Edmund Wilson,Ernest Hemingway,Travels in two democracies,1936
1607,Edmund Wilson,Ernest Hemingway,The triple thinkers : ten essays on literature,1938
1608,Edmund Wilson,Ernest Hemingway,The wound and the bow; seven studies in literature,1941
1609,Harry Leon Wilson,Ernest Hemingway,"Ruggles, Bunker & Merton; three masterpieces of humor",1935
1610,John Dover Wilson,Ernest Hemingway,"The essential Shakespeare, a biographical adventure",1932
1611,Paul Wilstach,Ernest Hemingway,Islands of the Mediterranean,1931
1612,John Tracy Winterich,Ernest Hemingway,A primer of book-collecting,1935
1613,Frances Winwar,Ernest Hemingway,Oscar Wilde and the yellow 'nineties,1940
1614,Hugh Douglas Wise,Ernest Hemingway,Tigers of the sea,1937
1615,Elizabeth Wiskemann,Ernest Hemingway,Czechs and Germans; a study of the struggles in the historic provinces of Bohemia and Moravia,1938
1616,Owen Wister,Ernest Hemingway,The writings of Owen Wister,1928
1617,Thomas Wolfe,Ernest Hemingway,Of time and the river: a legend of man's hunger in his youth,1935
1618,C. Wolff,Ernest Hemingway,Cortina dans les dolomites,1935
1619,Peggy Wood,Ernest Hemingway,How young you look: memoirs of a middle-sized actress,1941
1620,Thomas Woodrooffe,Ernest Hemingway,Yangtze skipper,1937
1621,Frank Morley Woodruff,Ernest Hemingway,The birds of the Chicago area,1907
1622,R. C. Woodthorpe,Ernest Hemingway,The necessary corpse,1939
1623,Virginia Woolf,Ernest Hemingway,The common reader,1925
1624,Virginia Woolf,Ernest Hemingway,The common reader; second series,1932
1625,Virginia Woolf,Ernest Hemingway,The second Common reader,1932
1626,Virginia Woolf,Ernest Hemingway,To the lighthouse,1932
1627,Virginia Woolf,Ernest Hemingway,The voyage out,1929
1628,Virginia Woolf,Ernest Hemingway,The years,1937
1629,Alexander Woollcott,Ernest Hemingway,The Woollcott reader; bypaths in the realms of gold,1935
1630,Alexander Woollcott,Ernest Hemingway,Woollcott's second reader,1937
1631,Charles Worcester,Ernest Hemingway,An American cook book for Christmas,1941
1632,[N.auth],Ernest Hemingway,"The world's book of knowledge and universal educator; containing concise and exhaustive articles upon science, arts, and",1901
1633,Jack Wright,Ernest Hemingway,On the forty yard line,1932
1634,Richard Wright,Ernest Hemingway,Native son,1940
1635,Arizona Writers' Program,Ernest Hemingway,Arizona: a state guide,1940
1636,Florida Writers' Program,Ernest Hemingway,A guide to Key West,1941
1637,Missouri Writers' Program,Ernest Hemingway,"Missouri: a guide to the ""Show Me"" state",1941
1638,Texas Writers' Program,Ernest Hemingway,Texas: a guide to the Lone Star state,1940
1639,Yung Wu,Ernest Hemingway,"The flight of an empress, told by Wu Yung, whose other name is Yü-ch'uan",1937
1640,Lee Wulff,Ernest Hemingway,Leaping silver,1940
1641,Seymour B. Wyler,Ernest Hemingway,"The book of old silver, English, American, foreign",1937
1642,[N.auth],Ernest Hemingway,The yachtsman's annual guide and nautical calendar,1940
1643,W. B. Yeats,Ernest Hemingway,"Dramatis personæ, 1896-1902, estrangement, the death of Synge, the bounty of Sweden",1936
1644,W. B. Yeats,Ernest Hemingway,Later poems,1924
1645,G. F. Young,Ernest Hemingway,The Medici,1930
1646,Arthur Zaidenberg,Ernest Hemingway,Anyone can draw!,1939
1647,Emile Zola,Ernest Hemingway,Nana,1941
1648,Arnold Zweig,Ernest Hemingway,The crowning of a king,1938
1649,Arnold Zweig,Ernest Hemingway,Education before Verdun,1936
1650,Irving Fisher   ,Ezra Pound,100% money: Designed to keep checking banks 100% liquid; to prevent inflation and deflation ; largely to cure or preven,1935
1651,Ezra Pound   ,Ezra Pound,A B C of economics,1933
1652,Ezra Pound   ,Ezra Pound,A B C of Reading,1934
1653,Ezra Pound   ,Ezra Pound,A lume spento,1908
1654,Charles Henri Ford   ,Ezra Pound,ABC's,1940
1655,[N.auth]   ,Ezra Pound,Action,1920
1656,William Carlos Williams   ,Ezra Pound,Adam & Eve & the city,1936
1657,John Rodker   ,Ezra Pound,Adolphe 1920,1929
1658,T. S. Eliot   ,Ezra Pound,After strange gods ; A primer of modern heresy.,1934
1659,League of Nations   ,Ezra Pound,"Agression japonaise et la Société des Nations, L'",1937
1660,Susan L. Mitchell   ,Ezra Pound,Aids to the immortality of certain persons in Ireland charitably administered,1913
1661,Susan L. Mitchell   ,Ezra Pound,Aids to the immortality of certain persons in Ireland,1908
1662,Ezra Pound   ,Ezra Pound,Alfred Venison's poems,1935
1663,Beatrix Reynolds   ,Ezra Pound,Amber and Jade: An anthology,1933
1664,Waldo Mumford Frank  Dorothy Rosenfeld  Paul and Rugg  Harold,Ezra Pound,America & Alfred Stieglitz: A Collective portrait,1934
1665,Archibald MacLeish   ,Ezra Pound,America was promises,1939
1666,Brooks Adams   ,Ezra Pound,America's economic supremacy,1900
1667,Tristan Corbieres   ,Ezra Pound,"Amours jaunes, Les",1931
1668,Jeffrey Mark   ,Ezra Pound,Analysis of usury: With proposals for the abolition of debt,1935
1669,Arnauld Céline   ,Ezra Pound,"Anthologie céline arnauld, morceaux choisis de 1919 à 1935",1936
1670,World Alliance Against Jewish Aggressiveness   ,Ezra Pound,Are these things so ? Being a reply to this question propounded by a Jewish high priest of the first Christian martyr 19,1934
1671,T.S. Eliot   ,Ezra Pound,Ash-Wednesday,1930
1672,Aristotle   ,Ezra Pound,The Athenian constitution: The Eudemian ethics; On virtues and vices,1938
1673,Albert Londres   ,Ezra Pound,Au bagne,1923
1674,Ernest Renan   ,Ezra Pound,Averroès et l'averroïsm: essai historique,1925
1675,Ercole Rivalta   ,Ezra Pound,"Ballata politica del secolo XIII: con la riproduzione fototipica del testo, Una",1904
1676,Carlo Scarfoglio   ,Ezra Pound,Bidental: poesia,1933
1677,Fenner Brockway   ,Ezra Pound,The bloody traffic,1933
1678,Charles E. Coughlin   ,Ezra Pound,The bonus and neutrality,1936
1679,Marco Polo   ,Ezra Pound,"The Book of Ser Marco Polo, The Venetian, Concerning the Kingdoms and Marvels of the East",1903
1680,C. H. Douglas   ,Ezra Pound,The breakdown of the employment system,1923
1681,John Quinn   ,Ezra Pound,A brief against taxing art sales and especially against taxing sales of works of art by living artists,1918
1682,Oswald Mosley   ,Ezra Pound,The British peace - how to get it ...,1940
1683,Ronald Duncan   ,Ezra Pound,British Rexist Party manifesto,1938
1684,E. S. Woodward   ,Ezra Pound,Canada reconstructed,1933
1685,Ezra Pound   ,Ezra Pound,A draft of XVI cantos of Ezra Pound: For the beginning of a poem of some length / now first made into a book,1925
1686,Ezra Pound   ,Ezra Pound,Canzoni,1911
1687,Karl Marx   ,Ezra Pound,Il capitale: critica dell'economia politica,1924
1688,Ezra Pound   ,Ezra Pound,Cathay,1915
1689,Graham Seton Hutchison   ,Ezra Pound,Challenge,1935
1690,Silvio Gesell   ,Ezra Pound,"The challenge of economic freedom: The message of an international libertarian: Gesell, the prisoner, arraigns his jud",1936
1691,Harry Crosby   ,Ezra Pound,Chariot of the sun,1928
1692,Ernest Francisco Fenollosa   ,Ezra Pound,The Chinese written character as a medium for poetry,1936
1693,Joseph F. Fletcher   ,Ezra Pound,The church and social credit,1934
1694,Jean de Boschère   ,Ezra Pound,The Closed Door,1917
1695,Ford Madox Ford   ,Ezra Pound,Collected Poems,1914
1696,John Rodker   ,Ezra Pound,"Collected poems, 1912-1925",1930
1697,Donald Francis Tovey   ,Ezra Pound,A companion to 'The art of fugue' (Die kunst der fuge) [of] J. S. Bach,1931
1698,Robert McAlmon   ,Ezra Pound,A companion volume,1923
1699,William Carlos Williams   ,Ezra Pound,The Complete Collected Poems 1906-1938,1938
1700,Ronald Duncan   ,Ezra Pound,The complete pacifist,1937
1701,Catholic Church. Pope (1878-1903 : Leo XIII)   ,Ezra Pound,The Condition of the Working Classes,1932
1702,Robert de Clari   ,Ezra Pound,La conquête de Constantinople,1924
1703,C. H. Douglas   ,Ezra Pound,"Credit-power and democracy , with a draft scheme for the mining industry",1921
1704,[N.auth]   ,Ezra Pound,La Critique et Céline Arnauld,1920
1705,Luigi Monti   ,Ezra Pound,Da la morte la vita: versi,1910
1706,Confucius   ,Ezra Pound,Ta Hio: The Great Learning,1928
1707,Manlio Torquato Dazzi   ,Ezra Pound,Dal canto di Francesca: lettura dantesca tenuta all'Accademia dei concordi in Rovigo,1923
1708,Giacomo Prampolini   ,Ezra Pound,Dall'alto silenzio,1928
1709,Mary Butts   ,Ezra Pound,Death of Felicity Taverner,1932
1710,André Chéradame   ,Ezra Pound,Défense de l'Amérique,1941
1711,George Oppen   ,Ezra Pound,Discrete series,1934
1712,Stoehr & Sons   ,Ezra Pound,"District Court of the United States for the Southern District of New York. Max W. Stoehr, suing in his own behalf as a s",1920
1713,Jacob Hauser   ,Ezra Pound,Diversity of darkness,1933
1714,Allen Upward   ,Ezra Pound,The Divine Mystery: A Reading of the History of Christianity Down to the Time of Christ,1913
1715,R. McNair Wilson   ,Ezra Pound,"Doctor's progress;: Some reminiscences,",1938
1716,Great Britain. Foreign Office.   ,Ezra Pound,Documents concerning German-Polish relations and the outbreak of hostilities between Great Britain and Germany on Septem,1939
1717,Margaret Armstrong,Ernest Hemingway,Trelawny; a man's life,1940
1718,Augusta Foote Arnold,Ernest Hemingway,The sea-beach at ebb-tide : a guide to the study of the seaweeds and the lower animal life found between tide-marks,1901
1719,Joseph Aronson,Ernest Hemingway,The book of furniture and decoration,1941
1720,[N.auth],Ernest Hemingway,Arte popular vasco,1935
1721,Chester A. Arthur,Ernest Hemingway,Twelve poems,1927
1722,Herbert Asbury,Ernest Hemingway,The gangs of New York,1928
1723,Charles Askins,Ernest Hemingway,"Modern shotguns and loads, together with a treatise on the art of wing-shooting",1929
1724,Luigi Fabbrini   ,Ezra Pound,Dollaro e sterlina,1935
1725,Jerry Voorhis   ,Ezra Pound,Dollars and sense,1938
1726,Wyndham Lewis   ,Ezra Pound,Doom of Youth,1932
1727,Ezra Pound   ,Ezra Pound,A draft of XXX cantos,1930
1728,J. F. C Fuller   ,Ezra Pound,The dragon's teeth: A study of war and peace,1932
1729,Dante Gabriel Rossetti   ,Ezra Pound,"The early Italian poets , together with Dante's Vita nuova",1908
1730,Albertino Mussato   ,Ezra Pound,L'ecerinide,1914
1731,Joseph Todd Gordon Macleod   ,Ezra Pound,The Ecliptic,1930
1732,Ezra Pound   ,Ezra Pound,L'economia ortologica: il problema centrale,1937
1733,Ezra Pound   ,Ezra Pound,Economia ortologica: le basi etiche,1937
1734,Charles Austin Beard   ,Ezra Pound,An economic interpretation of the Constitution of the United States,1935
1735,Charles Austin Beard   ,Ezra Pound,Economic origins of Jeffersonian democracy,1936
1736,[N.auth]   ,Ezra Pound,Egoist: An Individualist Review,1919
1737,E. E. Cummings   ,Ezra Pound,Eimi,1933
1738,E. E. Cummings   ,Ezra Pound,Eimi,1933
1739,L. Logatti   ,Ezra Pound,El irresistible: tango Argentino,1910
1740,Ezra Pound   ,Ezra Pound,"Eleven new cantos, XXXI-XLI",1934
1741,Ruy González de Clavijo   ,Ezra Pound,"Embassy to Tamerlane, 1403-1406",1928
1742,Thomas Humphry Ward   ,Ezra Pound,The English poets,1918
1743,Filippo Tommaso Marinetti   ,Ezra Pound,Enrico Prampolini et les aeropeintres futuristes italiens: conferences sur l'aeropeinture et l'aeropoesie par F.T. Mari,1932
1744,Montaigne   ,Ezra Pound,"Essayes of Michael, lord of Montaigne",1905
1745,Sir Herbert Edward Read   ,Ezra Pound,Essential communism,1935
1746,Royall H. Snow   ,Ezra Pound,The experimental life,1930
1747,T. S. Eliot   ,Ezra Pound,The family reunion,1939
1748,Fernand Crommelynck   ,Ezra Pound,Une femme qu'a le coeur trop petit: comédie en trois actes,1934
1749,Ezra Pound   ,Ezra Pound,The fifth decad of cantos,1937
1750,Davis Rich Dewey   ,Ezra Pound,Financial history of the United States,1939
1751,Kenneth Patchen   ,Ezra Pound,First will & testament,1939
1752,Albert Mockel   ,Ezra Pound,La flamme immortelle: la tragédie sentimentale,1924
1753,Upton Sinclair   ,Ezra Pound,"The flivver king, a story of Ford-America",1937
1754,Thurman Wesley Arnold   ,Ezra Pound,The folklore of capitalism,1937
1755,Silvio Gesell   ,Ezra Pound,The foundations of peace,1937
1756,Gino Saviotti   ,Ezra Pound,Il fratello: romanzo,1935
1757,Ernst Hartwig Kantorowicz   ,Ezra Pound,"Frederick the Second, 1194-1250",1931
1758,James Crate Larkin   ,Ezra Pound,From debt to prosperity; an introduction to the proposals of social credit.,1935
1759,F. D. Hill   ,Ezra Pound,'Gainst trust & monopoly!: Shopkeepers action,1938
1760,Harold Lamb   ,Ezra Pound,"Genghis Khan, the emperor of all men",1928
1761,Francesco Foberti   ,Ezra Pound,Gioacchino da Fiore: nuovi studi critici sulla mistica e la religiosità in calabria,1934
1762,Kay Boyle   ,Ezra Pound,A glad day,1938
1763,Bob Brown   ,Ezra Pound,Globe-gliding,1930
1764,David Raphael Wang   ,Ezra Pound,The goblet moon,1900
1765,Szetsun Tuan   ,Ezra Pound,The great teacher's lectures,1936
1766,Giovanni Soranzo   ,Ezra Pound,La guerra fra Venezia e la S. Sede per il dominio di Ferrara (1308-1313),1905
1767,Giambattista Vicari   ,Ezra Pound,Guida di Ravenna: e altre passeggiate interrotte,1934
1768,Fritz R. Vanderpyl   ,Ezra Pound,Le guide égaré: roman,1939
1769,Ezra Pound   ,Ezra Pound,Guide to kulchur,1938
1770,Henry Slonimsky   ,Ezra Pound,Heraklit und Parmenides,1912
1771,Hubert Dubois   ,Ezra Pound,L'heure entre chien et loup,1931
1772,Ford Madox Ford   ,Ezra Pound,High Germany: eleven sets of verse,1911
1773,Henry Adams   ,Ezra Pound,History of the United States of America,1930
1774,Alan Ian Percy Northumberland   ,Ezra Pound,The history of world revolution,1931
1775,Usher Lloyd Burdick   ,Ezra Pound,How the Federal Reserve Board brought on depression and ruined the entire country,1934
1776,Ezra Pound   ,Ezra Pound,Hugh Selwyn Mauberley,1920
1777,Upton Sinclair   ,Ezra Pound,"I, candidate for governor: and how I got licked",1935
1778,Upton Sinclair   ,Ezra Pound,"I, governor of California, and how I ended poverty: A true story of the future",1934
1779,Richard Aldington   ,Ezra Pound,Images of desire,1919
1780,Ezra Pound   ,Ezra Pound,Imaginary letters,1930
1781,Vladimir Il_ich Lenin   ,Ezra Pound,"Imperialism, the highest stage of capitalism; a popular outline",1934
1782,Charles Reznikoff   ,Ezra Pound,In memoriam: 1933,1934
1783,Dante   ,Ezra Pound,The Inferno of Dante Alighieri,1901
1784,Paul Wiegler   ,Ezra Pound,The infidel emperor and his struggles against the pope; a chronicle of the thirteenth century,1930
1785,Irving Fisher   ,Ezra Pound,Inflation?,1933
1786,René Taupin   ,Ezra Pound,L'influence du symbolisme français sur la poésie américaine _(_de 1910 à 1920_),1929
1787,William Brown   ,Ezra Pound,The inherent function of money,1933
1788,Ezra Pound   ,Ezra Pound,"Instigations of Ezra Pound, together with an essay on the Chinese written character",1920
1789,Arnold Dolmetsch   ,Ezra Pound,The interpretation of the music of the XVIIth and XVIIIth centuries revealed by contemporary evidence,1915
1790,Ezra Pound   ,Ezra Pound,Introductory text book,1939
1791,Ezra Pound   ,Ezra Pound,Introductory text book E. P.: [in four chapters],1938
1792,Niccolò Machiavelli   ,Ezra Pound,Istorie fiorentine,1921
1793,Gioacchino Nicoletti   ,Ezra Pound,Italiano con l'osso,1938
1794,[N.auth]   ,Ezra Pound,"Japanese aggression and world opinion (July 7 to October 7, 1937)",1937
1795,China Information Committee   ,Ezra Pound,Japan's narcotic policy in China; Chinese opium suppression commission's fight against Japanese machinations,1938
1796,Ezra Pound   ,Ezra Pound,"Jefferson and/or Mussolini; l'idea statale; fascism, as I have seen it",1935
1797,Jean de Boschère   ,Ezra Pound,Job le pauvre: with English translation,1922
1798,William Carlos Williams   ,Ezra Pound,"The knife of the times, and other stories",1932
1799,Blaise Cendrars   ,Ezra Pound,Kodak (documentaire): poèmes,1924
1800,Helen Rootham   ,Ezra Pound,Kossovo: heroic songs of the Serbs,1920
1801,Johann von Leers   ,Ezra Pound,Kräfte hinter Roosevelt,1941
1802,Djuna Barnes   ,Ezra Pound,"Ladies almanack, showing their signs and their tides; their moons and their changes; the seasons as it is with them; the",1928
